id,building_reference_number,price,inspection_date,date_of_transfer,address,property_type,new_build,local_authority_label,constituency_label,posttown,construction_age_band,postcode,current_energy_rating,potential_energy_rating,current_energy_efficiency,potential_energy_efficiency,built_form,transaction_type,environment_impact_current,environment_impact_potential,energy_consumption_current,energy_consumption_potential,co2_emissions_current,co2_emiss_curr_per_floor_area,co2_emissions_potential,lighting_cost_current,lighting_cost_potential,heating_cost_current,heating_cost_potential,hot_water_cost_current,hot_water_cost_potential,total_floor_area,energy_tariff,mains_gas_flag,glazed_type,glazed_area,extension_count,number_habitable_rooms,number_heated_rooms,low_energy_lighting,number_open_fireplaces,hotwater_description,hot_water_energy_eff,hot_water_env_eff,floor_description,windows_description,windows_energy_eff,windows_env_eff,walls_description,walls_energy_eff,walls_env_eff,roof_description,roof_energy_eff,roof_env_eff,mainheat_description,mainheat_energy_eff,mainheat_env_eff,mainheatcont_description,mainheatc_energy_eff,mainheatc_env_eff,lighting_description,lighting_energy_eff,lighting_env_eff,main_fuel,tenure
876,10000058651,376000,2021-03-17,2021-06-29T00:00:00Z,"13 HENLEY ROAD, EDMONTON",House,N,Enfield,Edmonton,EDMONTON,England and Wales: 1930-1949,N18 1NU,D,B,64,87,Mid-Terrace,rental,59,87,246,61,3.2,43,0.8,73,73,527,330,113,64,73,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,5,5,80,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
877,10000218766,400000,2021-01-11,2021-03-18T00:00:00Z,"282 CHURCH STREET, EDMONTON",House,N,Enfield,Edmonton,EDMONTON,England and Wales: 1930-1949,N9 9HQ,E,C,46,78,Mid-Terrace,marketed sale,38,73,365,133,6.3,64,2.3,129,76,1052,584,122,75,98,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,5,5,30,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Mostly double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
878,10000738628,520000,2021-01-06,2021-02-01T00:00:00Z,"8 CRANWICH AVENUE, SOUTHGATE",House,N,Enfield,"Enfield, Southgate",SOUTHGATE,England and Wales: 1930-1949,N21 2BB,D,B,67,85,Mid-Terrace,marketed sale,61,82,207,80,3.7,37,1.5,78,78,596,425,141,82,102,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
879,10000311473,405000,2021-01-06,2021-01-11T00:00:00Z,"20 WESTMOOR GARDENS, ENFIELD",House,N,Enfield,Enfield North,ENFIELD,England and Wales: 1930-1949,EN3 7LQ,D,B,66,87,End-Terrace,marketed sale,61,86,223,68,3.3,39,1,82,82,559,365,99,70,83,standard tariff,Y,"double glazing, unknown install date",Normal,1,5,5,90,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
882,10000377438,450000,2021-03-29,2021-06-21T00:00:00Z,"58 WINNINGTON ROAD, ENFIELD",House,N,Enfield,Enfield North,ENFIELD,England and Wales: 1930-1949,EN3 5RJ,D,B,63,84,End-Terrace,marketed sale,56,81,231,90,4.3,41,1.7,139,80,693,471,109,75,104,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,6,6,25,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
883,10000664150,385000,2021-03-23,2021-06-04T00:00:00Z,"58 CHISWICK ROAD, EDMONTON",House,N,Enfield,Edmonton,EDMONTON,England and Wales: 1930-1949,N9 7AR,D,B,63,87,Mid-Terrace,marketed sale,58,85,237,69,3.5,42,1.1,103,69,593,368,104,72,85,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,5,5,50,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
884,10000320821,337500,2021-02-04,2021-02-12T00:00:00Z,"2 FERNS CLOSE, ENFIELD",House,N,Enfield,Enfield North,ENFIELD,England and Wales: 1950-1966,EN3 6JZ,D,C,61,79,Mid-Terrace,marketed sale,55,75,260,131,3.8,46,1.9,127,68,588,516,138,83,83,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,13,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 13% of fixed outlets,Poor,Poor,mains gas (not community),Owner-occupied
886,10000643661,440000,2021-02-16,2021-06-23T00:00:00Z,"48 RICHMOND CRESCENT, EDMONTON",House,N,Enfield,Edmonton,EDMONTON,England and Wales: 1930-1949,N9 7QJ,D,B,63,84,Semi-Detached,marketed sale,57,81,242,91,3.5,43,1.4,101,67,596,428,96,67,83,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,3,3,50,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
887,10000692190,397000,2021-03-09,2021-06-28T00:00:00Z,"72 PICKETTS LOCK LANE, EDMONTON",House,N,Enfield,Edmonton,EDMONTON,England and Wales: 1950-1966,N9 0AX,C,B,69,82,End-Terrace,marketed sale,66,79,189,102,3,33,1.6,72,72,510,470,99,71,89,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,100,1,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
890,10000331852,385000,2021-01-12,2021-03-31T00:00:00Z,"207 BRETTENHAM ROAD, EDMONTON",House,N,Enfield,Edmonton,EDMONTON,England and Wales: 1950-1966,N18 2HF,D,B,67,84,Semi-Detached,marketed sale,63,81,203,87,3.2,36,1.4,71,71,565,445,84,56,90,off-peak 7 hour,Y,not defined,Normal,0,5,5,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Single glazed,Very Poor,Very Poor,"Cavity wall, filled cavity",Average,Average,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
891,10000100478,425000,2021-01-19,2021-04-23T00:00:00Z,"11 LANCING GARDENS, EDMONTON",House,N,Enfield,Edmonton,EDMONTON,England and Wales: 1930-1949,N9 9ET,D,B,55,89,End-Terrace,marketed sale,48,89,313,49,4.1,55,0.7,62,62,713,301,89,65,75,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,5,5,100,0,Gas multipoint,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Room heaters, mains gas",Average,Average,No thermostatic control of room temperature,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
892,10000230128,370000,2021-01-28,2021-03-31T00:00:00Z,"33 VERNON AVENUE, ENFIELD",House,N,Enfield,Enfield North,ENFIELD,England and Wales: 1950-1966,EN3 6LF,D,C,55,79,Semi-Detached,marketed sale,48,75,324,134,4.3,57,1.8,93,62,728,506,99,68,75,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,5,5,50,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
893,10000710960,600000,2021-02-04,2021-03-22T00:00:00Z,"9 BRACKENDALE, SOUTHGATE",House,N,Enfield,"Enfield, Southgate",SOUTHGATE,England and Wales: 1930-1949,N21 3DH,D,B,56,84,Semi-Detached,non marketed sale,48,82,297,87,5.1,52,1.5,76,76,732,439,255,81,97,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,6,6,100,0,"From main system, no cylinder thermostat",Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
894,10000778741,450000,2021-02-08,2021-03-22T00:00:00Z,"99 GREENWOOD AVENUE, ENFIELD",House,N,Enfield,Enfield North,ENFIELD,England and Wales: 1930-1949,EN3 5DX,C,B,71,84,Mid-Terrace,marketed sale,67,81,182,92,2.8,32,1.5,71,71,475,438,105,72,88,off-peak 7 hour,Y,double glazing installed before 2002,Normal,1,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Flat, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
896,10000982000,400000,2021-06-04,2021-04-06T00:00:00Z,2 CLIFFORD ROAD,House,N,Enfield,Edmonton,LONDON,England and Wales: 1900-1929,N9 8AU,C,B,70,85,Mid-Terrace,rental,67,83,184,79,2.8,32,1.2,73,73,476,400,100,69,85,Single,Y,double glazing installed during or after 2002,Normal,1,5,5,91,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, insulated at rafters",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 91% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
897,10001055668,245000,2021-05-29,2021-06-14T00:00:00Z,31 CULPEPPER CLOSE,Flat,N,Enfield,Edmonton,LONDON,England and Wales: 1983-1990,N18 2DD,C,C,74,78,End-Terrace,marketed sale,58,63,300,269,2.7,51,2.4,53,53,325,253,162,162,53,dual,N,"double glazing, unknown install date",Normal,0,3,3,100,0,"Electric immersion, off-peak",Average,Poor,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, 250 mm loft insulation",Good,Good,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity (not community),Owner-occupied
898,10000617446,595000,2020-10-22,2021-03-26T00:00:00Z,"41 BROAD LAWN, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1930-1949,SE9 3XE,D,B,59,84,Semi-Detached,marketed sale,49,81,259,87,6.4,46,2.2,94,94,985,515,217,109,139,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,6,6,100,0,Gas boiler/circulator,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
899,10000696646,400000,2021-03-05,2021-03-30T00:00:00Z,"61 WHITWORTH ROAD, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1900-1929,SE18 3QG,D,B,57,81,End-Terrace,marketed sale,48,77,271,107,5.8,48,2.3,87,87,1001,582,106,74,121,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
900,10000649449,738000,2021-02-22,2021-06-03T00:00:00Z,"5 MAYHILL ROAD, CHARLTON",House,N,Greenwich,Greenwich and Woolwich,CHARLTON,England and Wales: 1900-1929,SE7 7JG,E,C,50,72,Mid-Terrace,marketed sale,37,58,292,155,6.8,62,3.8,81,82,1047,757,102,73,110,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,5,5,100,4,From main system,Good,Good,"Suspended, no insulation (assumed)",Some double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
903,10000247768,370000,2021-01-08,2021-03-31T00:00:00Z,"15 LYNSTED GARDENS, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1950-1966,SE9 6LG,D,C,65,78,End-Terrace,marketed sale,59,74,239,141,3.3,42,2,81,81,573,538,95,66,80,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,5,5,77,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"System built, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 77% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
904,10000663725,675000,2021-01-08,2021-04-26T00:00:00Z,"52 DALLIN ROAD, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1900-1929,SE18 3NU,C,B,72,81,Mid-Terrace,marketed sale,67,76,164,108,3.8,29,2.6,90,90,662,603,91,91,132,off-peak 7 hour,Y,double glazing installed during or after 2002,More Than Typical,1,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
905,10000143460,330000,2021-01-06,2021-04-01T00:00:00Z,"12 MANDEVILLE CLOSE, VANBRUGH PARK, BLACKHEATH",Maisonette,N,Greenwich,Greenwich and Woolwich,BLACKHEATH,England and Wales: 1950-1966,SE3 7AQ,C,C,73,76,End-Terrace,marketed sale,73,77,170,146,1.9,30,1.7,73,57,335,291,88,88,65,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,71,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
907,10000733294,585000,2021-01-19,2021-06-23T00:00:00Z,"78 CHAPEL FARM ROAD, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1930-1949,SE9 3NQ,D,C,60,78,Semi-Detached,marketed sale,52,72,246,130,5.3,43,2.8,115,88,913,684,94,65,123,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,5,5,69,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 69% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
908,10000945763,350000,2021-05-15,2021-06-30T00:00:00Z,"15 HIGH TOR VIEW, THAMESMEAD",House,N,Greenwich,Erith and Thamesmead,THAMESMEAD,England and Wales: 1996-2002,SE28 0LN,C,B,73,86,End-Terrace,marketed sale,69,83,163,76,3,29,1.4,85,85,460,426,148,74,105,Single,Y,double glazing installed during or after 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Solid, limited insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Roof room(s), insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
909,10001022615,356000,2021-06-28,2021-02-26T00:00:00Z,259 BURRAGE ROAD,House,N,Greenwich,Greenwich and Woolwich,LONDON,England and Wales: 1976-1982,SE18 7JW,D,B,68,86,End-Terrace,rental,64,84,203,74,3.2,36,1.2,72,72,558,402,90,62,89,Unknown,Y,"double glazing, unknown install date",Normal,0,5,5,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Flat, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
910,10001005067,470000,2021-04-27,2021-02-25T00:00:00Z,"22 MERCHLAND ROAD, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1900-1929,SE9 2BH,D,C,59,78,Semi-Detached,rental,52,73,286,146,3.9,50,2,64,64,676,544,101,69,78,Single,Y,"double glazing, unknown install date",Normal,0,3,3,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
912,10000557616,660000,2021-01-10,2021-06-02T00:00:00Z,"31 EAGLESFIELD ROAD, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1900-1929,SE18 3BX,E,B,47,81,Semi-Detached,marketed sale,34,72,331,100,8.4,67,2.8,117,89,1162,596,261,75,125,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,7,7,69,2,"Gas range cooker, no cylinder thermostat",Poor,Poor,"Solid, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 69% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
914,10000054873,350000,2021-03-27,2021-06-30T00:00:00Z,"122 MACOMA ROAD, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1900-1929,SE18 2QL,E,B,43,89,Mid-Terrace,marketed sale,46,88,297,52,5.6,50,1.1,112,92,1495,351,100,73,112,standard tariff,Y,double glazing installed during or after 2002,Normal,1,5,5,57,0,Gas multipoint,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Room heaters, electric",Very Poor,Poor,Appliance thermostats,Good,Good,Low energy lighting in 57% of fixed outlets,Good,Good,electricity (not community),Owner-occupied
915,10000341849,619000,2021-02-23,2021-06-02T00:00:00Z,"47 ASHRIDGE CRESCENT, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1930-1949,SE18 3EA,D,C,64,78,Semi-Detached,marketed sale,64,80,204,115,4,32,2.1,126,90,772,684,152,75,127,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,5,5,60,2,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
916,10000119211,475000,2021-02-13,2021-03-04T00:00:00Z,"174 MCLEOD ROAD, ABBEY WOOD",House,N,Greenwich,Erith and Thamesmead,ABBEY WOOD,England and Wales: 1900-1929,SE2 0BT,C,B,72,82,Mid-Terrace,marketed sale,67,78,161,99,4.3,28,2.7,98,98,736,614,107,108,152,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Roof room(s), insulated (assumed)",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
917,10000608544,213000,2021-01-26,2021-02-26T00:00:00Z,"37 COOKHILL ROAD, ABBEY WOOD",Flat,N,Greenwich,Erith and Thamesmead,ABBEY WOOD,England and Wales: 1950-1966,SE2 9PD,D,D,61,65,Mid-Terrace,marketed sale,56,63,298,253,3,53,2.5,63,63,522,475,93,61,56,standard tariff,Y,double glazing installed before 2002,Normal,0,3,3,86,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
919,10001181116,413000,2021-04-22,2021-06-25T00:00:00Z,"77 MOORDOWN, PLUMSTEAD",House,N,Greenwich,Eltham,PLUMSTEAD,England and Wales: 1900-1929,SE18 3NA,E,C,39,75,Semi-Detached,marketed sale,32,69,423,158,7.1,75,2.7,97,75,1238,649,97,76,95,Single,Y,double glazing installed during or after 2002,Normal,2,5,5,70,0,Gas multipoint,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 70% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
921,10001108352,257500,2021-04-16,2021-01-27T00:00:00Z,"45C FOOTSCRAY ROAD, ELTHAM",Flat,N,Greenwich,Eltham,ELTHAM,England and Wales: before 1900,SE9 2ST,D,C,67,77,Semi-Detached,rental,67,81,263,152,1.9,46,1.1,75,38,344,216,75,75,42,Unknown,Y,secondary glazing,Normal,0,2,2,0,0,From main system,Good,Good,(another dwelling below),Partial secondary glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,No low energy lighting,Very Poor,Very Poor,mains gas (not community),Owner-occupied
922,10000368552,615250,2021-02-12,2021-04-16T00:00:00Z,"53 PLUM LANE, PLUMSTEAD",House,N,Greenwich,Greenwich and Woolwich,PLUMSTEAD,England and Wales: 1900-1929,SE18 3AG,D,B,64,82,Mid-Terrace,marketed sale,53,76,218,97,4.9,43,2.3,93,93,769,535,103,72,114,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,2,5,5,89,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 89% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
923,10000231969,615000,2021-03-26,2021-06-30T00:00:00Z,"34 HILLVIEW ROAD, CHISLEHURST",Bungalow,N,Greenwich,Eltham,CHISLEHURST,England and Wales: 1950-1966,BR7 6DS,D,C,63,80,Semi-Detached,marketed sale,56,75,244,125,4.2,43,2.2,77,77,745,586,84,55,98,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and underfloor heating, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
924,10000404653,467000,2021-03-20,2021-06-15T00:00:00Z,"55 SPARROWS LANE, ELTHAM",House,N,Greenwich,Eltham,ELTHAM,England and Wales: 1930-1949,SE9 2BP,D,B,62,87,Semi-Detached,marketed sale,57,86,258,65,3.3,46,0.9,61,61,582,346,89,63,73,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,5,5,100,2,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
